Year,Production,State,Mineral Type,Gold(t),Production(normalised)
1915,1736577.1,NT,Iron Ore,,0.001906054
1916,1736577.1,NT,Iron Ore,,0.001906054
1917,1736577.1,NT,Iron Ore,,0.001906054
1918,1736577.1,NT,Iron Ore,,0.001906054
1919,1736577.1,NT,Iron Ore,,0.001906054
1920,1736577.1,NT,Iron Ore,,0.001906054
1921,1736577.1,NT,Iron Ore,,0.001906054
1922,1736577.1,NT,Iron Ore,,0.001906054
1923,1736577.1,NT,Iron Ore,,0.001906054
1924,1736577.1,NT,Iron Ore,,0.001906054
1925,1736577.1,NT,Iron Ore,,0.001906054
1926,1736577.1,NT,Iron Ore,,0.001906054
1927,1736577.1,NT,Iron Ore,,0.001906054
1928,1736577.1,NT,Iron Ore,,0.001906054
1929,1736577.1,NT,Iron Ore,,0.001906054
1930,1736577.1,NT,Iron Ore,,0.001906054
1931,1736577.1,NT,Iron Ore,,0.001906054
1932,1736577.1,NT,Iron Ore,,0.001906054
1933,1736577.1,NT,Iron Ore,,0.001906054
1934,1736577.1,NT,Iron Ore,,0.001906054
1935,1736577.1,NT,Iron Ore,,0.001906054
1936,1736577.1,NT,Iron Ore,,0.001906054
1937,1736577.1,NT,Iron Ore,,0.001906054
1938,1736577.1,NT,Iron Ore,,0.001906054
1939,1736577.1,NT,Iron Ore,,0.001906054
1940,1736577.1,NT,Iron Ore,,0.001906054
1941,1736577.1,NT,Iron Ore,,0.001906054
1942,1736577.1,NT,Iron Ore,,0.001906054
1943,1736577.1,NT,Iron Ore,,0.001906054
1944,1736577.1,NT,Iron Ore,,0.001906054
1945,1736577.1,NT,Iron Ore,,0.001906054
1946,1736577.1,NT,Iron Ore,,0.001906054
1947,1736577.1,NT,Iron Ore,,0.001906054
1948,1736577.1,NT,Iron Ore,,0.001906054
1949,1736577.1,NT,Iron Ore,,0.001906054
1950,1736577.1,NT,Iron Ore,,0.001906054
1951,1736577.1,NT,Iron Ore,,0.001906054
1952,1736577.1,NT,Iron Ore,,0.001906054
1953,1736577.1,NT,Iron Ore,,0.001906054
1954,1736577.1,NT,Iron Ore,,0.001906054
1955,1736577.1,NT,Iron Ore,,0.001906054
1956,1736577.1,NT,Iron Ore,,0.001906054
1957,1736577.1,NT,Iron Ore,,0.001906054
1958,1736577.1,NT,Iron Ore,,0.001906054
1959,1736577.1,NT,Iron Ore,,0.001906054
1960,1736577.1,NT,Iron Ore,,0.001906054
1961,1736577.1,NT,Iron Ore,,0.001906054
1962,1736577.1,NT,Iron Ore,,0.001906054
1963,1736577.1,NT,Iron Ore,,0.001906054
1964,1736577.1,NT,Iron Ore,,0.001906054
1965,1736577.1,NT,Iron Ore,,0.001906054
1966,1736577.1,NT,Iron Ore,,0.001906054
1941,1738389.1,NT,Coal,,0.001908042
1861,1740437.3,SA,Coal,,0.00191029
1984,1752957.0,SA,Iron Ore,,0.001924032
1975,1759000.0,SA,Coal,,0.001930665
1862,1762847.2,SA,Coal,,0.001934887
1964,1763890.8,SA,Coal,,0.001936033
1982,1765379.0,SA,Iron Ore,,0.001937666
1948,1770274.3,QLD,Coal,,0.001943039
1948,1770274.3,VIC,Coal,,0.001943039
1858,1774119.1,NT,Iron Ore,,0.001947259
1881,1778465.9,TAS,Iron Ore,,0.00195203
1863,1780410.4,SA,Coal,,0.001954165
1864,1797753.6,SA,Coal,,0.0019732
1881,1797910.6,NSW,Coal,,0.001973373
2001,1800537.3,NT,Coal,,0.001976256
1865,1815096.9,SA,Coal,,0.001992236
2006,1823196.7,TAS,Iron Ore,,0.002001126
1866,1832440.1,SA,Coal,,0.002011272
1862,1845661.2,NT,Coal,,0.002025783
1946,1847307.5,SA,Iron Ore,,0.00202759
1867,1849783.4,SA,Coal,,0.002030308
1970,1856000.0,SA,Coal,,0.002037131
1987,1861000.0,TAS,Iron Ore,,0.002042619
1882,1862861.9,TAS,Iron Ore,,0.002044663
1868,1867126.6,SA,Coal,,0.002049344
1859,1868719.7,NT,Iron Ore,,0.002051092
1976,1872000.0,SA,Coal,,0.002054693
1869,1884469.9,SA,Coal,,0.002068379
1937,1896276.6,SA,Iron Ore,,0.002081338
1942,1897763.1,NT,Coal,,0.00208297
1935,1898618.5,SA,Iron Ore,,0.002083909
1870,1901813.1,SA,Coal,,0.002087415
2000,1910245.1,NT,Coal,,0.00209667
1947,1913548.6,QLD,Coal,,0.002100296
1947,1913548.6,VIC,Coal,,0.002100296
1936,1917494.8,SA,Iron Ore,,0.002104627
1871,1919156.4,SA,Coal,,0.002106451
2015,1926136.1,NT,Iron Ore,,0.002114112
2016,1926136.1,NT,Iron Ore,,0.002114112
2017,1926136.1,NT,Iron Ore,,0.002114112
2018,1926136.1,NT,Iron Ore,,0.002114112
2019,1926136.1,NT,Iron Ore,,0.002114112
2020,1926136.1,NT,Iron Ore,,0.002114112
1975,1926136.1,NT,Iron Ore,,0.002114112
1976,1926136.1,NT,Iron Ore,,0.002114112
1977,1926136.1,NT,Iron Ore,,0.002114112
1978,1926136.1,NT,Iron Ore,,0.002114112
1979,1926136.1,NT,Iron Ore,,0.002114112
1980,1926136.1,NT,Iron Ore,,0.002114112
1981,1926136.1,NT,Iron Ore,,0.002114112
1982,1926136.1,NT,Iron Ore,,0.002114112
1983,1926136.1,NT,Iron Ore,,0.002114112
1984,1926136.1,NT,Iron Ore,,0.002114112
1985,1926136.1,NT,Iron Ore,,0.002114112
1986,1926136.1,NT,Iron Ore,,0.002114112
1987,1926136.1,NT,Iron Ore,,0.002114112
1988,1926136.1,NT,Iron Ore,,0.002114112
1989,1926136.1,NT,Iron Ore,,0.002114112
1990,1926136.1,NT,Iron Ore,,0.002114112
1991,1926136.1,NT,Iron Ore,,0.002114112
1992,1926136.1,NT,Iron Ore,,0.002114112
1993,1926136.1,NT,Iron Ore,,0.002114112
1994,1926136.1,NT,Iron Ore,,0.002114112
1995,1926136.1,NT,Iron Ore,,0.002114112
1996,1926136.1,NT,Iron Ore,,0.002114112
1997,1926136.1,NT,Iron Ore,,0.002114112
1998,1926136.1,NT,Iron Ore,,0.002114112
1999,1926136.1,NT,Iron Ore,,0.002114112
2000,1926136.1,NT,Iron Ore,,0.002114112
2001,1926136.1,NT,Iron Ore,,0.002114112
2002,1926136.1,NT,Iron Ore,,0.002114112
2003,1926136.1,NT,Iron Ore,,0.002114112
2004,1926136.1,NT,Iron Ore,,0.002114112
2005,1926136.1,NT,Iron Ore,,0.002114112
2006,1926136.1,NT,Iron Ore,,0.002114112
1892,1933777.2,TAS,Iron Ore,,0.002122499
1872,1936499.7,SA,Coal,,0.002125487
1866,1944639.6,NT,Iron Ore,,0.002134421
1970,1948662.6,TAS,Iron Ore,,0.002138837
2012,1950000.0,NT,Iron Ore,,0.002140305
1873,1953842.9,SA,Coal,,0.002144523
1977,1960000.0,SA,Coal,,0.002151281
1874,1971186.2,SA,Coal,,0.002163559
1986,1976949.0,SA,Iron Ore,,0.002169884
1883,1977877.2,TAS,Iron Ore,,0.002170903
1875,1988529.4,SA,Coal,,0.002182594
1861,1988880.1,NT,Coal,,0.002182979
1853,1990993.0,WA,Iron Ore,,0.002185298
1969,1994254.6,TAS,Iron Ore,,0.002188878
1987,1995043.0,SA,Iron Ore,,0.002189744
1863,1999450.8,NT,Iron Ore,,0.002194582
1949,2001914.2,QLD,Coal,,0.002197285
1949,2001914.2,VIC,Coal,,0.002197285
1876,2005872.7,SA,Coal,,0.00220163
1867,2008159.5,NT,Iron Ore,,0.00220414
1893,2008787.3,TAS,Iron Ore,,0.002204829
1999,2011954.7,NT,Coal,,0.002208306
1891,2019035.7,TAS,Iron Ore,,0.002216078
1868,2021830.1,NT,Iron Ore,,0.002219145
1984,2022000.0,TAS,Iron Ore,,0.002219331
1862,2022713.9,NT,Iron Ore,,0.002220115
1877,2023215.9,SA,Coal,,0.002220666
1894,2027340.2,TAS,Iron Ore,,0.002225193
1860,2027483.3,NT,Iron Ore,,0.00222535
1896,2033790.2,TAS,Iron Ore,,0.002232272
1895,2034289.0,TAS,Iron Ore,,0.00223282
2011,2037691.0,NT,Iron Ore,,0.002236554
1890,2040165.9,TAS,Iron Ore,,0.00223927
1878,2040559.2,SA,Coal,,0.002239702
1869,2040968.9,NT,Iron Ore,,0.002240152
1985,2041000.0,SA,Coal,,0.002240186
1897,2042606.6,TAS,Iron Ore,,0.002241949
1857,2371556.4,NT,Gold,2614.725892,0.414585689
1864,2045711.7,NT,Iron Ore,,0.002245357
1977,2046000.0,TAS,Iron Ore,,0.002245674
1965,2047915.6,SA,Coal,,0.002247776
1898,2052556.9,TAS,Iron Ore,,0.00225287
1966,2053019.0,SA,Coal,,0.002253378
1865,2056346.3,NT,Iron Ore,,0.00225703
1879,2057902.4,SA,Coal,,0.002258738
1975,2060000.0,TAS,Iron Ore,,0.00226104
2017,2060284.9,TAS,Iron Ore,,0.002261353
1899,2061305.4,TAS,Iron Ore,,0.002262473
1944,2061708.9,SA,Iron Ore,,0.002262916
1988,2062504.0,SA,Iron Ore,,0.002263788
1943,2065817.7,NT,Coal,,0.002267425
1900,2066987.5,TAS,Iron Ore,,0.002268709
1948,2067383.2,SA,Iron Ore,,0.002269144
1870,2069677.1,NT,Iron Ore,,0.002271661
1889,2072505.0,TAS,Iron Ore,,0.002274765
1880,2075245.7,SA,Coal,,0.002277773
1967,2077253.7,SA,Coal,,0.002279977
1884,2091122.0,TAS,Iron Ore,,0.002295199
1881,2092588.9,SA,Coal,,0.002296809
1978,2093000.0,TAS,Iron Ore,,0.00229726
1982,2094000.0,TAS,Iron Ore,,0.002298358
1909,2094396.3,SA,Coal,,0.002298793
1910,2094396.3,SA,Coal,,0.002298793
1911,2094396.3,SA,Coal,,0.002298793
1912,2094396.3,SA,Coal,,0.002298793
1913,2094396.3,SA,Coal,,0.002298793
1914,2094396.3,SA,Coal,,0.002298793
1915,2094396.3,SA,Coal,,0.002298793
1916,2094396.3,SA,Coal,,0.002298793
1861,2105257.9,NT,Iron Ore,,0.002310715
1998,2105497.7,NT,Coal,,0.002310978
1908,2105728.9,SA,Coal,,0.002311232
1888,2107910.2,TAS,Iron Ore,,0.002313626
1882,2109932.2,SA,Coal,,0.002315845
1968,2111517.2,SA,Coal,,0.002317585
1975,2114000.0,WA,Coal,,0.00232031
1871,2117524.1,NT,Iron Ore,,0.002324178
1990,2119821.0,TAS,Iron Ore,,0.002326699
2013,2126235.7,TAS,Iron Ore,,0.00233374
1883,2127275.4,SA,Coal,,0.002334881
1980,2132000.0,TAS,Iron Ore,,0.002340067
1860,2133476.4,NT,Coal,,0.002341687
1887,2135321.6,TAS,Iron Ore,,0.002343712
1991,2141000.0,SA,Iron Ore,,0.002349945
1882,2143030.5,NSW,Coal,,0.002352174
1884,2144618.7,SA,Coal,,0.002353917
2011,2151031.9,TAS,Iron Ore,,0.002360956
1942,2156004.8,SA,Iron Ore,,0.002366414
1886,2158591.8,TAS,Iron Ore,,0.002369254
2010,2158767.0,NT,Iron Ore,,0.002369446
1885,2161962.0,SA,Coal,,0.002372953
1886,2179305.2,SA,Coal,,0.002391988
2012,2179543.3,TAS,Iron Ore,,0.00239225
1947,2179857.5,SA,Iron Ore,,0.002392595
1974,2182000.0,TAS,Iron Ore,,0.002394946
1885,2187282.6,TAS,Iron Ore,,0.002400744
1986,2190000.0,TAS,Iron Ore,,0.002403727
1971,2193179.3,TAS,Iron Ore,,0.002407216
2001,2201027.5,TAS,Iron Ore,,0.002415831
1887,2201706.8,SA,Coal,,0.002416576
1979,2212000.0,TAS,Iron Ore,,0.002427874
1872,2213218.1,NT,Iron Ore,,0.002429211
1943,2217756.3,SA,Iron Ore,,0.002434192
1944,2219162.1,NT,Coal,,0.002435735
1888,2224108.4,SA,Coal,,0.002441164
1976,2228000.0,TAS,Iron Ore,,0.002445435
1983,2229000.0,TAS,Iron Ore,,0.002446533
1981,2234000.0,TAS,Iron Ore,,0.002452021
1969,2245838.5,SA,Coal,,0.002465015
2000,2245872.6,TAS,Iron Ore,,0.002465052
1889,2246218.7,SA,Coal,,0.002465432
2019,2251172.1,TAS,Iron Ore,,0.002470869
2013,2259757.5,SA,Coal,,0.002480292
1890,2268268.6,SA,Coal,,0.002489634
1976,2269000.0,WA,Coal,,0.002490437
1941,2276233.2,SA,Iron Ore,,0.002498376
1859,2278038.4,NT,Coal,,0.002500357
1938,2281291.9,SA,Iron Ore,,0.002503928
2004,2286466.2,TAS,Iron Ore,,0.002509608
1891,2289488.0,SA,Coal,,0.002512924
1892,2310196.0,SA,Coal,,0.002535653
2002,2325960.6,TAS,Iron Ore,,0.002552956
1893,2330496.5,SA,Coal,,0.002557935
1894,2349867.9,SA,Coal,,0.002579197
1940,2350368.7,SA,Iron Ore,,0.002579746
1965,2350448.9,WA,Iron Ore,,0.002579834
1972,2352000.0,TAS,Iron Ore,,0.002581537
2005,2354007.8,TAS,Iron Ore,,0.002583741
1950,2357931.8,QLD,Coal,,0.002588048
1950,2357931.8,VIC,Coal,,0.002588048
1977,2358000.0,WA,Coal,,0.002588122
1986,2368000.0,SA,Coal,,0.002599098
1895,2369975.2,SA,Coal,,0.002601266
1945,2375881.1,NT,Coal,,0.002607749
1978,2376380.0,SA,Iron Ore,,0.002608296
1858,2743267.6,NT,Gold,3024.550814,0.479566706
1906,2385044.2,SA,Coal,,0.002617806
1950,2387421.2,SA,Iron Ore,,0.002620415
1896,2388960.8,SA,Coal,,0.002622105
1905,2393771.1,SA,Coal,,0.002627385
2010,2397946.1,TAS,Iron Ore,,0.002631967
1997,2398248.7,NT,Coal,,0.002632299
1904,2400364.3,SA,Coal,,0.002634621
1978,2404000.0,WA,Coal,,0.002638612
1903,2405284.8,SA,Coal,,0.002640022
1897,2407688.2,SA,Coal,,0.00264266
1902,2410710.5,SA,Coal,,0.002645977
1973,2415000.0,TAS,Iron Ore,,0.002650685
1901,2415049.1,SA,Coal,,0.002650739
1990,2417000.0,SA,Iron Ore,,0.00265288
1900,2418256.6,SA,Coal,,0.00265426
1899,2421798.9,SA,Coal,,0.002658148
1898,2426142.1,SA,Coal,,0.002662915
1858,2426429.8,NT,Coal,,0.00266323
1951,2438986.2,SA,Iron Ore,,0.002677012
2003,2452906.4,TAS,Iron Ore,,0.002692291
1999,2454163.0,TAS,Iron Ore,,0.00269367
1981,2455944.0,SA,Iron Ore,,0.002695625
2009,2483356.5,TAS,Iron Ore,,0.002725713
1985,2484000.0,TAS,Iron Ore,,0.002726419
1989,2495675.0,TAS,Iron Ore,,0.002739233
1980,2498386.0,SA,Iron Ore,,0.002742209
2021,2500300.0,NT,Iron Ore,,0.00274431
1951,2513355.4,QLD,Coal,,0.002758639
1951,2513355.4,VIC,Coal,,0.002758639
1996,2515000.0,SA,Iron Ore,,0.002760444
1989,2520399.0,SA,Iron Ore,,0.00276637
1996,2520500.0,SA,Coal,,0.002766481
1987,2521000.0,SA,Coal,,0.00276703
1992,2531000.0,SA,Iron Ore,,0.002778006
1988,2534000.0,SA,Coal,,0.002781299
1988,2534624.5,TAS,Iron Ore,,0.002781984
1946,2536058.8,NT,Coal,,0.002783558
2020,2553304.3,TAS,Iron Ore,,0.002802487
2007,2554362.3,TAS,Iron Ore,,0.002803648
1953,2557081.0,QLD,Coal,,0.002806632
1953,2557081.0,VIC,Coal,,0.002806632
1995,2558000.0,SA,Iron Ore,,0.002807641
1883,2561800.3,NSW,Coal,,0.002811812
1991,2568000.0,SA,Coal,,0.002818617
1851,2577858.9,NT,Coal,,0.002829438
1852,2577858.9,NT,Coal,,0.002829438
1853,2577858.9,NT,Coal,,0.002829438
1854,2577858.9,NT,Coal,,0.002829438
1855,2577858.9,NT,Coal,,0.002829438
1856,2577858.9,NT,Coal,,0.002829438
1857,2577858.9,NT,Coal,,0.002829438
1851,2577858.9,WA,Coal,,0.002829438
1852,2577858.9,WA,Coal,,0.002829438
1853,2577858.9,WA,Coal,,0.002829438
1854,2577858.9,WA,Coal,,0.002829438
1855,2577858.9,WA,Coal,,0.002829438
1856,2577858.9,WA,Coal,,0.002829438
1857,2577858.9,WA,Coal,,0.002829438
1858,2577858.9,WA,Coal,,0.002829438
1859,2577858.9,WA,Coal,,0.002829438
1860,2577858.9,WA,Coal,,0.002829438
1861,2577858.9,WA,Coal,,0.002829438
1862,2577858.9,WA,Coal,,0.002829438
1863,2577858.9,WA,Coal,,0.002829438
1864,2577858.9,WA,Coal,,0.002829438
1865,2577858.9,WA,Coal,,0.002829438
1866,2577858.9,WA,Coal,,0.002829438
1867,2577858.9,WA,Coal,,0.002829438
1868,2577858.9,WA,Coal,,0.002829438
1869,2577858.9,WA,Coal,,0.002829438
1870,2577858.9,WA,Coal,,0.002829438
1871,2577858.9,WA,Coal,,0.002829438
1872,2577858.9,WA,Coal,,0.002829438
1873,2577858.9,WA,Coal,,0.002829438
1874,2577858.9,WA,Coal,,0.002829438
1875,2577858.9,WA,Coal,,0.002829438
1876,2577858.9,WA,Coal,,0.002829438
1877,2577858.9,WA,Coal,,0.002829438
1878,2577858.9,WA,Coal,,0.002829438
1879,2577858.9,WA,Coal,,0.002829438
1880,2577858.9,WA,Coal,,0.002829438
1881,2577858.9,WA,Coal,,0.002829438
1882,2577858.9,WA,Coal,,0.002829438
1883,2577858.9,WA,Coal,,0.002829438
1884,2577858.9,WA,Coal,,0.002829438
1885,2577858.9,WA,Coal,,0.002829438
1886,2577858.9,WA,Coal,,0.002829438
1887,2577858.9,WA,Coal,,0.002829438
1888,2577858.9,WA,Coal,,0.002829438
1889,2577858.9,WA,Coal,,0.002829438
1890,2577858.9,WA,Coal,,0.002829438
1891,2577858.9,WA,Coal,,0.002829438
1892,2577858.9,WA,Coal,,0.002829438
1893,2577858.9,WA,Coal,,0.002829438
1894,2577858.9,WA,Coal,,0.002829438
1895,2577858.9,WA,Coal,,0.002829438
1896,2577858.9,WA,Coal,,0.002829438
1897,2577858.9,WA,Coal,,0.002829438
1997,2579000.0,SA,Iron Ore,,0.00283069
2016,2606630.4,TAS,Iron Ore,,0.002861017
1958,2621659.0,QLD,Coal,,0.002877512
1958,2621659.0,VIC,Coal,,0.002877512
2008,2624125.3,TAS,Iron Ore,,0.002880219
1979,2627898.0,SA,Iron Ore,,0.00288436
1953,2632796.4,SA,Iron Ore,,0.002889737
1959,2635897.2,QLD,Coal,,0.00289314
1959,2635897.2,VIC,Coal,,0.00289314
1997,2645500.0,SA,Coal,,0.00290368
1947,2683352.9,NT,Coal,,0.002945227
2003,2689088.9,SA,Iron Ore,,0.002951523
1960,2692513.8,QLD,Coal,,0.002955282
1960,2692513.8,VIC,Coal,,0.002955282
1977,2692861.0,SA,Iron Ore,,0.002955663
1990,2694000.0,SA,Coal,,0.002956913
1996,2720983.3,NT,Coal,,0.00298653
2014,2723714.3,TAS,Iron Ore,,0.002989528
1859,4180369.8,NT,Gold,4609.007482,0.730794975
1952,2726909.5,SA,Iron Ore,,0.002993035
1979,2735000.0,WA,Coal,,0.003001915
1993,2738500.0,SA,Coal,,0.003005756
1995,2743000.0,SA,Coal,,0.003010695
1957,2744802.2,QLD,Coal,,0.003012674
1957,2744802.2,VIC,Coal,,0.003012674
1998,2747900.0,SA,Coal,,0.003016074
2009,2751577.0,NT,Iron Ore,,0.003020109
1992,2760500.0,SA,Coal,,0.003029903
2000,2763000.0,SA,Iron Ore,,0.003032647
1956,2778413.5,QLD,Coal,,0.003049565
1956,2778413.5,VIC,Coal,,0.003049565
1952,2786111.8,QLD,Coal,,0.003058015
1952,2786111.8,VIC,Coal,,0.003058015
1955,2791119.6,QLD,Coal,,0.003063511
1955,2791119.6,VIC,Coal,,0.003063511
1884,2793094.7,NSW,Coal,,0.003065679
1939,2795787.1,SA,Iron Ore,,0.003068634
1954,2804983.0,QLD,Coal,,0.003078727
1954,2804983.0,VIC,Coal,,0.003078727
1876,2810803.2,SA,Iron Ore,,0.003085116
1877,2810803.2,SA,Iron Ore,,0.003085116
1878,2810803.2,SA,Iron Ore,,0.003085116
2021,2823833.9,TAS,Iron Ore,,0.003099418
1961,2826680.7,QLD,Coal,,0.003102543
1961,2826680.7,VIC,Coal,,0.003102543
1993,2828000.0,SA,Iron Ore,,0.003103991
1948,2836279.0,NT,Coal,,0.003113078
1999,2836400.0,SA,Coal,,0.003113211
1962,2843622.5,QLD,Coal,,0.003121138
1962,2843622.5,VIC,Coal,,0.003121138
1994,2865500.0,SA,Coal,,0.00314515
1886,2875457.8,NSW,Coal,,0.00315608
2015,2910342.5,SA,Coal,,0.003194369
2016,2910342.5,SA,Coal,,0.003194369
2017,2910342.5,SA,Coal,,0.003194369
2018,2910342.5,SA,Coal,,0.003194369
2019,2910342.5,SA,Coal,,0.003194369
1954,2912933.0,SA,Iron Ore,,0.003197213
2015,2923207.6,TAS,Iron Ore,,0.00320849
1885,2924924.8,NSW,Coal,,0.003210375
1989,2930781.0,SA,Coal,,0.003216802
1994,2931000.0,SA,Iron Ore,,0.003217043
1998,2931000.0,SA,Iron Ore,,0.003217043
2013,2950000.0,NT,Iron Ore,,0.003237897
1887,2969257.0,NSW,Coal,,0.003259033
2001,2989000.0,SA,Coal,,0.003280703
1949,2992895.0,NT,Coal,,0.003284978
1999,3005333.3,SA,Iron Ore,,0.00329863
2001,3009780.8,SA,Iron Ore,,0.003303512
1860,5128529.8,NT,Gold,5654.38789,0.896548394
1861,5158956.7,NT,Gold,5687.934634,0.901867499
1862,5189661.6,NT,Gold,5721.787862,0.907235198
1863,5220553.8,NT,Gold,5755.847643,0.912635649
1864,5251646.3,NT,Gold,5790.128271,0.918071117
1865,5282742.4,NT,Gold,5824.412768,0.923507197
1866,5313852.4,NT,Gold,5858.712708,0.928945727
1867,5345141.0,NT,Gold,5893.209456,0.934415462
1868,5376250.9,NT,Gold,5927.50921,0.939853962
1869,5406916.4,NT,Gold,5961.319093,0.94521479
1870,5437830.7,NT,Gold,5995.403192,0.950619096
1871,5469035.3,NT,Gold,6029.807368,0.956074153
1872,5500210.0,NT,Gold,6064.178617,0.961523989
1873,5531516.2,NT,Gold,6098.694839,0.966996812
1874,5562974.5,NT,Gold,6133.378757,0.972496225
1875,5594421.4,NT,Gold,6168.050014,0.97799363
1876,5626164.8,NT,Gold,6203.048261,0.983542881
1877,5657716.0,NT,Gold,6237.834604,0.989058534
1878,5689241.2,NT,Gold,6272.592291,0.994569643
1879,5720304.5,NT,Gold,6306.840687,1
2014,3082477.5,SA,Coal,,0.003383303
1995,3085247.0,NT,Coal,,0.003386343
1955,3092682.7,SA,Iron Ore,,0.003394504
1890,3109850.0,NSW,Coal,,0.003413347
2000,3139000.0,SA,Coal,,0.003445342
1980,3154000.0,WA,Coal,,0.003461806
1950,3214600.9,NT,Coal,,0.003528321
1964,3231288.4,QLD,Coal,,0.003546637
1964,3231288.4,VIC,Coal,,0.003546637
2012,3234192.5,SA,Coal,,0.003549824
1981,3247000.0,WA,Coal,,0.003563882
1888,3254699.1,NSW,Coal,,0.003572332
2002,3290217.0,SA,Iron Ore,,0.003611316
1963,3296065.5,QLD,Coal,,0.003617736
1963,3296065.5,VIC,Coal,,0.003617736
1854,3296645.6,WA,Iron Ore,,0.003618373
1893,3330781.2,NSW,Coal,,0.00365584
1958,3406237.5,SA,Iron Ore,,0.00373866
1957,3443464.8,SA,Iron Ore,,0.00377952
1951,3448865.6,NT,Coal,,0.003785448
1994,3457335.7,NT,Coal,,0.003794745
2004,3475249.5,SA,Iron Ore,,0.003814407
1959,3477980.3,SA,Iron Ore,,0.003817404
2005,3490231.3,SA,Iron Ore,,0.003830851
1960,3491586.6,SA,Iron Ore,,0.003832338
2002,3556000.0,SA,Coal,,0.003903038
1962,3566429.2,SA,Iron Ore,,0.003914485
1952,3644277.4,NT,Coal,,0.00399993
1956,3644488.5,SA,Iron Ore,,0.004000162
1984,3686000.0,WA,Coal,,0.004045725
1889,3714122.1,NSW,Coal,,0.004076591
1982,3719000.0,WA,Coal,,0.004081945
1987,3721000.0,WA,Coal,,0.004084141
1894,3730829.2,NSW,Coal,,0.004094929
1985,3769000.0,WA,Coal,,0.004136825
1988,3789743.0,WA,Coal,,0.004159592
1895,3798406.4,NSW,Coal,,0.004169101
1953,3821042.1,NT,Coal,,0.004193946
1989,3830472.0,WA,Coal,,0.004204296
1986,3831000.0,WA,Coal,,0.004204876
1892,3841463.5,NSW,Coal,,0.00421636
1993,3846075.1,NT,Coal,,0.004221422
1998,3878223.0,TAS,Iron Ore,,0.004256707
1983,3935000.0,WA,Coal,,0.004319025
1896,3972069.3,NSW,Coal,,0.004359712
2006,3972451.6,SA,Iron Ore,,0.004360132
1954,4005189.1,NT,Coal,,0.004396064
2004,4010000.0,SA,Coal,,0.004401345
2003,4030000.0,SA,Coal,,0.004423297
1961,4055204.5,SA,Iron Ore,,0.004450961
1976,4090316.0,SA,Iron Ore,,0.004489499
1891,4102535.9,NSW,Coal,,0.004502911
1955,4210689.1,NT,Coal,,0.00462162
1992,4220901.2,NT,Coal,,0.004632828
1965,4220903.9,QLD,Coal,,0.004632831
1965,4220903.9,VIC,Coal,,0.004632831
2011,4279036.3,SA,Coal,,0.004696637
1963,4310219.5,SA,Iron Ore,,0.004730863
1956,4389924.4,NT,Coal,,0.004818347
1964,4436954.3,SA,Iron Ore,,0.004869966
1897,4453728.5,NSW,Coal,,0.004888378
1965,4462612.4,SA,Iron Ore,,0.004898129
2006,4485113.8,SA,Coal,,0.004922826
2005,4499998.8,SA,Coal,,0.004939164
2008,4513167.5,SA,Coal,,0.004953617
1957,4539424.4,NT,Coal,,0.004982437
1991,4602170.7,NT,Coal,,0.005051307
1967,4645100.2,SA,Iron Ore,,0.005098426
2010,4667732.5,SA,Coal,,0.005123267
1899,4670580.4,NSW,Coal,,0.005126393
1958,4687806.8,NT,Coal,,0.0051453
2009,4731315.0,SA,Coal,,0.005193054
1855,4749782.2,WA,Iron Ore,,0.005213324
1966,4771628.8,QLD,Coal,,0.005237303
1966,4771628.8,VIC,Coal,,0.005237303
1898,4781551.0,NSW,Coal,,0.005248193
1959,4832836.2,NT,Coal,,0.005304483
1967,4850622.8,QLD,Coal,,0.005324006
1967,4850622.8,VIC,Coal,,0.005324006
1966,4875507.6,SA,Iron Ore,,0.005351319
1990,4940000.0,WA,Coal,,0.005422105
1990,4940196.6,NT,Coal,,0.005422321
1960,4978453.8,NT,Coal,,0.005464312
2007,5021266.3,SA,Coal,,0.005511303
1961,5127453.8,NT,Coal,,0.005627853
1991,5128500.0,WA,Coal,,0.005629002
1993,5274000.0,WA,Coal,,0.005788701
1975,5301012.0,SA,Iron Ore,,0.005818349
1989,5303478.5,NT,Coal,,0.005821057
1962,5316224.9,NT,Coal,,0.005835047
1992,5436000.0,WA,Coal,,0.005966511
1974,5468306.0,SA,Iron Ore,,0.00600197
1994,5488500.0,WA,Coal,,0.006024135
1963,5532163.1,NT,Coal,,0.006072059
1968,5565748.6,SA,Iron Ore,,0.006108922
1900,5595617.0,NSW,Coal,,0.006141706
1988,5680141.6,NT,Coal,,0.006234479
1997,5695500.0,WA,Coal,,0.006251336
2019,5750000.0,SA,Iron Ore,,0.006311155
2020,5750000.0,SA,Iron Ore,,0.006311155
2021,5750000.0,SA,Iron Ore,,0.006311155
1964,5753022.5,NT,Coal,,0.006314473
1998,5769500.0,WA,Coal,,0.006332558
1996,5782000.0,WA,Coal,,0.006346278
1995,5897500.0,WA,Coal,,0.00647305
1965,5996021.8,NT,Coal,,0.006581187
2017,6000000.0,SA,Iron Ore,,0.006585553
2018,6000000.0,SA,Iron Ore,,0.006585553
1902,6037083.2,NSW,Coal,,0.006626255
1987,6038577.8,NT,Coal,,0.006627896
1901,6063920.8,NSW,Coal,,0.006655712
2021,6105561.0,WA,Coal,,0.006701416
1904,6116125.9,NSW,Coal,,0.006713012
1999,6184500.0,WA,Coal,,0.006788059
